# Swissprot Database
# Swissprot_accession	Description	K	term
bmy:Bm1_35890	nicotinic acetylcholine receptor beta-1 chain precursor	K05312
tsp:Tsp_10785	voltage-dependent L-type calcium channel subunit beta-2	K05317
ola:101174811	sodium channel protein type 8 subunit alpha-like	K04840
tca:664208	uncharacterized LOC664208	K03440
tup:102486249	KCNC2; potassium voltage-gated channel, Shaw-related subfamily, member 2	K04888
pon:100939871	potassium voltage-gated channel subfamily KQT member 1-like	K04926
bmor:101743334	inward rectifier potassium channel 2-like	K05330
acs:100555864	scn4a, Nav1.4; sodium channel, voltage-gated, type IV, alpha subunit	K04837
ola:101160376	gamma-aminobutyric acid receptor subunit rho-1-like	K05190
ptg:102967442	CATSPER1; cation channel, sperm associated 1	K16889
cin:100179754	nachr; neuronal acetylcholine receptor subunit alpha-7-like	K05312
psq:PUNSTDRAFT_71952	aquaporin-like protein	K09885
pxb:103955544	glutamate receptor 2.8-like	K05387
tup:102494085	potassium voltage-gated channel subfamily E member 1-like	K04894
fab:101818081	KCNE1; potassium voltage-gated channel, Isk-related family, member 1	K04894
dre:569146	ATP-sensitive inward rectifier potassium channel 12-like	K05005
xtr:100488161	gabrd; gamma-aminobutyric acid (GABA) A receptor, delta	K05184
xtr:100496200	cngb1; cyclic nucleotide gated channel beta 1	K04952
acs:100560370	mip; major intrinsic protein of lens fiber	K09863
gga:416526	CACNA1H; calcium channel, voltage-dependent, T type, alpha 1H subunit	K04855
umr:103662086	PKD1L2; polycystic kidney disease 1-like 2	K04988
ecb:100058760	CACNA1B; calcium channel, voltage-dependent, N type, alpha 1B subunit	K04849
rno:29465	Trpv2, Vrl1; transient receptor potential cation channel, subfamily V, member 2	K04971
dosa:Os03t0752300-01	Os03g0752300, TWO-PORE_K+_CHANNEL_A, TPKA; Similar to K+ channel protein.	K05389
aqu:100634603	cation channel sperm-associated protein 1-like	K16889
tru:101070710	chloride intracellular channel protein 5-like	K05025
mhd:Marky_1650	MIP family channel protein	K06188
pbi:103059567	KCNK17; potassium channel, subfamily K, member 17	K04925
cmo:103482758	aquaporin PIP1-2	K09872
sno:Snov_1103	major intrinsic protein	K06188
cfa:486551	AQP5; aquaporin 5	K09867
ggo:101146572	AQP11; aquaporin-11	K09870
ssc:397454	ITPR1; inositol 1,4,5-trisphosphate receptor, type 1	K04958
ngr:NAEGRDRAFT_79403	chloride channel protein	K05011
bmy:Bm1_07555	Large-conductance calcium-activated potassium channel Slo-1 (KCNMA) alpha subunit. C. elegans slo-1 ortholog	K04936
mcf:102116738	CATSPERG; catsper channel auxiliary subunit gamma	K16894
vda:VDAG_00543	chloride channel protein	K05012
cmy:102938742	potassium channel subfamily T member 2-like	K04947
pop:POPTR_0004s23680g	Chloride channel protein CLC-c	K05016
gga:429367	P2RX6; purinergic receptor P2X, ligand-gated ion channel, 6	K05221
smm:Smp_166910	calcium-activated potassium channel	K04936
mcc:702448	KCNAB2; potassium voltage-gated channel, shaker-related subfamily, beta member 2	K04883
mze:101478969	transient receptor potential cation channel subfamily M member 1-like	K04976
cqu:CpipJ_CPIJ005741	calmodulin-binding protein trpl	K13803
tcc:TCM_047012	Nucleotide-sensitive chloride conductance regulator (ICln) family protein	K05019
hir:HETIRDRAFT_123364	chloride channel	K05012
pbi:103064548	TRPV3; transient receptor potential cation channel, subfamily V, member 3	K04972
raa:Q7S_09730	aquaporin Z	K06188
spu:579971	potassium voltage-gated channel subfamily KQT member 5-like	K05324
dvi:Dvir_GJ22339	GJ22339 gene product from transcript GJ22339-RA	K04990
apla:101790519	potassium channel subfamily K member 9-like	K04919
oaa:100073796	GRIK4; glutamate receptor, ionotropic, kainate 4	K05204
acs:103282319	aqp8; aquaporin 8	K09869
pbi:103062775	cation channel sperm-associated protein 4-like	K16892
ola:101169965	sodium channel subunit beta-4-like	K04848
dwi:Dwil_GK10729	GK10729 gene product from transcript GK10729-RA	K03440
xma:102231090	inward rectifier potassium channel 13-like	K05006
ggo:101124370	KCND1; potassium voltage-gated channel subfamily D member 1	K04891
ola:101154825	gamma-aminobutyric acid receptor subunit beta-1-like	K05181
cmk:103179742	kcns2; potassium voltage-gated channel, delayed-rectifier, subfamily S, member 2	K04932
xau:Xaut_2320	MIP family channel protein	K06188
cit:102618317	glutamate receptor 2.8-like	K05387
fab:101816433	CACNA2D4; calcium channel, voltage-dependent, alpha 2/delta subunit 4	K04861
pxb:103944534	glutamate receptor 3.7	K05387
xma:102220985	voltage-dependent calcium channel gamma-2 subunit-like	K04867
lcm:102367414	CNGA2; cyclic nucleotide gated channel alpha 2	K04949
pale:102887895	GABRG3; gamma-aminobutyric acid (GABA) A receptor, gamma 3	K05186
mde:101900667	uncharacterized LOC101900667	K03440
mgp:100545451	sodium channel subunit beta-4-like	K04848
dgr:Dgri_GH20663	GH20663 gene product from transcript GH20663-RA	K09884
cam:101489982	aquaporin NIP1-2-like	K09874
ote:Oter_1589	major intrinsic protein	K06188
cmk:103189983	lens fiber major intrinsic protein-like	K09863
pbi:103049479	amiloride-sensitive sodium channel subunit alpha-like	K04826
mze:101466403	aquaporin-3-like	K09876
zma:100284417	aquaporin NIP5.1	K09874
lcm:102366432	potassium voltage-gated channel subfamily G member 4-like	K04903
cfr:102516445	AQP9; aquaporin 9	K09877
olu:OSTLU_93353	ICln family transporter: chloride ion current inducer protein I(Cln)	K05019
apn:Asphe3_24370	permease, glycerol uptake facilitator	K06188
xtr:100145177	chrna1, achra, achrd, chrna, cms2a, fccms, sccms; cholinergic receptor, nicotinic, alpha 1 (muscle)	K04803
lcm:102345649	5-hydroxytryptamine receptor 3A-like	K04819
pale:102889477	KCNMB3; potassium large conductance calcium-activated channel, subfamily M beta member 3	K04939
tgu:100232028	aquaporin-12-like	K09871
fpg:101921318	GRIA2; glutamate receptor, ionotropic, AMPA 2	K05198
pxb:103943411	cyclic nucleotide-gated ion channel 1-like	K05391
xma:102226926	voltage-dependent calcium channel gamma-6 subunit-like	K04871
dre:751786	cnga5; cyclic nucleotide gated channel alpha 5	K04949
mze:101476174	uncharacterized LOC101476174	K04819
tca:655525	nAChRa6, AChRA6; nicotinic acetylcholine receptor alpha 6 subunit	K05312
sly:101244430	aquaporin SIP1-2-like	K09875
ola:101159752	two pore calcium channel protein 1-like	K16896
dre:793708	calcium channel, voltage-dependent, L type, alpha 1F subunit-like	K04853
chx:102181401	potassium channel subfamily K member 17-like	K04914
apla:101795100	aquaporin-12-like	K09871
mze:101483477	potassium voltage-gated channel subfamily H member 7-like	K04910
mze:101466017	P2X purinoceptor 3-like	K05217
tca:660809	pickpocket protein 28-like	K03440
abra:BN85312170	Channel protein, major intrinsic protein family	K06188
xtr:100492337	potassium channel subfamily K member 9-like	K04919
xla:378535	kcnb1, XShab9, drk1, kcnb1-A, kv2.1; potassium voltage-gated channel, Shab-related subfamily, member 1	K04885
fch:102057355	CATSPER3; cation channel, sperm associated 3	K16891
mdo:100017912	CLCNKB; chloride channel, voltage-sensitive Kb	K05018
dre:793756	grid1a, grid1; glutamate receptor, ionotropic, delta 1a	K05206
ola:101163316	voltage-dependent R-type calcium channel subunit alpha-1E-like	K04852
nvi:100120998	TRPgamma; TRPgamma cation channel	K05328
pif:PITG_05547	Voltage-gated Ion Channel (VIC) Superfamily	K04945
mfu:LILAB_33295	aquaporin Z	K06188
aml:100477528	p2X purinoceptor 4-like	K05218
pbi:103055800	aquaporin-5-like	K09867
mze:101479664	potassium channel subfamily K member 2-like	K04913
nml:Namu_0790	major intrinsic protein	K06188
cmk:103178954	trpc5; transient receptor potential cation channel, subfamily C, member 5	K04968
xma:102218163	chloride intracellular channel protein 4-like	K05024
dgr:Dgri_GH12410	GH12410 gene product from transcript GH12410-RA	K05312
ssc:100622868	CLIC6; chloride intracellular channel 6	K05026
oaa:100077694	KCNMB1; potassium large conductance calcium-activated channel, subfamily M, beta member 1	K04937
mus:103985109	two pore potassium channel a	K05389
nle:100607215	GRIN3A; glutamate receptor, ionotropic, N-methyl-D-aspartate 3A	K05213
lcm:102354488	short transient receptor potential channel 7-like	K04970
phd:102322955	two pore calcium channel protein 2-like	K16897
ola:101165420	voltage-dependent calcium channel gamma-6 subunit-like	K04871
lth:KLTH0D03476g	KLTH0D03476p	K05389
ola:101169037	potassium voltage-gated channel subfamily H member 6-like	K04905
hmg:100209213	voltage-dependent calcium channel subunit alpha-2/delta-1-like	K04858
dme:Dmel_CG10369	Irk3; Inwardly rectifying potassium channel 3	K05330
acp:A2cp1_3745	aquaporin Z	K06188
myd:102763830	CHRNE; cholinergic receptor, nicotinic, epsilon (muscle)	K04817
ptg:102950066	KCNG1; potassium voltage-gated channel, subfamily G, member 1	K04900
cmy:102943892	AQP5; aquaporin 5	K09867
dvi:Dvir_GJ10545	GJ10545 gene product from transcript GJ10545-RA	K03440
lve:103078376	SCN4A; sodium channel, voltage-gated, type IV, alpha subunit	K04837
fch:102048956	sodium channel protein type 5 subunit alpha-like	K04838
tru:101067110	short transient receptor potential channel 6-like	K04969
dpo:Dpse_GA23355	GA23355 gene product from transcript GA23355-RA	K03440
obr:102714223	aquaporin NIP3-1-like	K09874
ptg:102971117	uncharacterized LOC102971117	K04902
ola:101166237	transient receptor potential cation channel subfamily V member 1-like	K05222
csl:COCSUDRAFT_43546	Clc chloride channel	K05016
pop:POPTR_0001s33920g	POPTRDRAFT_829777; Chloride channel protein CLC-a	K05016
dan:Dana_GF11656	GF11656 gene product from transcript GF11656-RA	K05019
mmu:399548	Scn4b, Gm1471; sodium channel, type IV, beta	K04848
mbe:MBM_07876	MIP family channel protein	K09885
mze:101483322	potassium channel subfamily K member 16-like	K04924
tgu:100230237	chloride channel protein ClC-Kb-like	K05017
cin:100179433	glutamate receptor ionotropic, delta-1-like	K05206
gga:417428	CACNG1; calcium channel, voltage-dependent, gamma subunit 1	K04866
tru:101072024	potassium voltage-gated channel subfamily H member 8-like	K04911
nvi:100120965	nAChRb1; nicotinic acetylcholine receptor beta 1 subunit	K05312
ecb:100063455	GABRQ; gamma-aminobutyric acid (GABA) A receptor, theta	K05192
mdo:100618270	P2RX4; purinergic receptor P2X, ligand-gated ion channel, 4	K05218
xtr:100492731	5-hydroxytryptamine receptor 3A-like	K04819
mde:101888220	pickpocket protein 19-like	K03440
pbi:103055877	transient receptor potential cation channel subfamily V member 1-like	K05222
bdi:100822683	aquaporin SIP1-1-like	K09875
amj:102559972	KCNK5; potassium channel, subfamily K, member 5	K04916
xma:102217048	aquaporin-11-like	K09870
dpe:Dper_GL15946	GL15946 gene product from transcript GL15946-RA	K03440
pbi:103064916	epithelial chloride channel protein-like	K05030
ola:101173028	voltage-dependent calcium channel subunit alpha-2/delta-4-like	K04861
fch:102049336	CACNG7; calcium channel, voltage-dependent, gamma subunit 7	K04872
tup:102469737	CATSPERD; catsper channel auxiliary subunit delta	K16895
ame:413069	CLCN7, GB17112; chloride channel 7	K05016
shr:100933646	HTR3A; 5-hydroxytryptamine (serotonin) receptor 3A, ionotropic	K04819
dre:796753	calcium-activated potassium channel subunit beta-2-like	K04938
phd:102315413	potassium voltage-gated channel subfamily KQT member 5-like	K04930
lve:103079405	CLCA1; chloride channel accessory 1	K05027
ngi:103741467	P2rx6; purinergic receptor P2X, ligand-gated ion channel, 6	K05221
vda:VDAG_06358	chloride channel protein	K05012
dwi:Dwil_GK20360	GK20360 gene product from transcript GK20360-RA	K03440
aga:AgaP_AGAP011610	AGAP011610-PA	K03440
dwi:Dwil_GK24333	GK24333 gene product from transcript GK24333-RA	K05195
dre:561434	cacna2d1a, si:ch211-251k4.1; calcium channel, voltage-dependent, alpha 2/delta subunit 1a	K04858
dre:563989	trpc6a, bZ1P14.9, si:rp71-1p14.9, trpc6; transient receptor potential cation channel, subfamily C, member 6a	K04969
mze:101485620	voltage-dependent L-type calcium channel subunit alpha-1D-like	K04851
ppx:T1E_2259	aquaporin Z	K06188
bta:506324	KCNG2; potassium voltage-gated channel, subfamily G, member 2	K04901
phi:102109011	AQP11; aquaporin 11	K09870
shr:100915096	TRPV2; transient receptor potential cation channel, subfamily V, member 2	K04971
bom:102267295	CATSPER1; cation channel, sperm associated 1	K16889
aag:AaeL_AAEL010570	acetylcholine receptor, beta-type subunit invertebrate	K05312
lcm:102361301	ITPR1; inositol 1,4,5-trisphosphate receptor, type 1	K04958
ocu:100345554	TRPM6; transient receptor potential cation channel, subfamily M, member 6	K04981
gmx:100780320	glutamate receptor 2.7-like	K05387
dre:561195	trpv1, si:dkey-9e15.2; transient receptor potential cation channel, subfamily V, member 1	K05222
asn:102387624	TRPV2; transient receptor potential cation channel, subfamily V, member 2	K04971
chx:102176151	CACNA1S; calcium channel, voltage-dependent, L type, alpha 1S subunit	K04857
umr:103681759	HCN2; hyperpolarization activated cyclic nucleotide-gated potassium channel 2	K04955
ssx:SACTE_0552	MIP family channel protein	K06188
spu:594527	inositol 1,4,5-trisphosphate receptor-like	K04958
cmy:102934954	epithelial chloride channel protein-like	K05030
xma:102231366	potassium voltage-gated channel subfamily H member 4-like	K04907
mze:101482747	inward rectifier potassium channel 4-like	K04998
xtr:100496127	kcnk16; potassium channel, subfamily K, member 16	K04924
mde:101899378	pickpocket protein 28-like	K03440
cmo:103501855	glutamate receptor 2.8-like	K05387
dwi:Dwil_GK17712	GK17712 gene product from transcript GK17712-RA	K05315
sip:N597_06085	aquaporin	K06188
bta:519394	HTR3C; 5-hydroxytryptamine (serotonin) receptor 3C, ionotropic	K04819
myd:102764604	GABRQ; gamma-aminobutyric acid (GABA) A receptor, theta	K05192
tcc:TCM_030655	Calcium-activated outward-rectifying potassium channel 1 isoform 1	K05389
aga:AgaP_AGAP008843	AGAP008843-PA	K09884
mze:101480715	voltage-dependent N-type calcium channel subunit alpha-1B-like	K04849
pif:PITG_05332	Voltage-gated Ion Channel (VIC) Superfamily	K16896
cmo:103487887	glutamate receptor 2.1-like	K05387
dpe:Dper_GL10509	GL10509 gene product from transcript GL10509-RA	K09884
xtr:100485618	p2rx1; purinergic receptor P2X, ligand-gated ion channel, 1	K05215
bmor:101739050	ATP-sensitive inward rectifier potassium channel 12-like	K05330
tcc:TCM_008109	Two-pore channel 1	K16900
hgl:101719256	Kcnk7; potassium channel, subfamily K, member 7	K04918
cge:100764074	Gabra5; gamma-aminobutyric acid (GABA) A receptor, alpha 5	K05175
bpg:Bathy02g03360	ATP-gated ion channel subunit P2X4	K05218
phd:102335311	ZACN; zinc activated ligand-gated ion channel	K16888
tsp:Tsp_08496	methylosome subunit pICln	K05019
ola:101170293	transient receptor potential cation channel subfamily V member 1-like	K05222
cmy:102941446	CLIC1; chloride intracellular channel 1	K05021
ola:101161818	glutamate [NMDA] receptor subunit 3A-like	K05213
ptg:102961387	TRPV2; transient receptor potential cation channel, subfamily V, member 2	K04971
oas:101123026	voltage-dependent N-type calcium channel subunit alpha-1B-like	K04849
acs:100553798	p2rx2; purinergic receptor P2X, ligand-gated ion channel, 2	K05216
ssc:102167071	TRPM4; transient receptor potential cation channel, subfamily M, member 4	K04979
hgl:101728448	potassium channel subfamily K member 13-like	K04922
pale:102879206	GABRE; gamma-aminobutyric acid (GABA) A receptor, epsilon	K05185
msa:Mycsm_00589	permease, glycerol uptake facilitator	K06188
dgr:Dgri_GH21795	GH21795 gene product from transcript GH21795-RA	K04955
myb:102261640	PKD2L2; polycystic kidney disease 2-like 2	K04991
fca:101097091	CHRNA10; cholinergic receptor, nicotinic, alpha 10 (neuronal)	K04811
phd:102338894	CACNA1G; calcium channel, voltage-dependent, T type, alpha 1G subunit	K04854
fch:102052508	CNGA4; cyclic nucleotide gated channel alpha 4	K04951
oaa:100083829	CLIC3; chloride intracellular channel 3	K05023
pbi:103060618	KCNE4; potassium voltage-gated channel, Isk-related family, member 4	K04898
api:100164560	transient receptor potential cation channel trpm-like	K04978
oaa:100073791	transient receptor potential cation channel subfamily V member 5-like	K04975
bacu:103006194	glutamate receptor 3-like	K05199
bmor:101738409	calcium-activated potassium channel slowpoke-like	K04936
apla:101801581	acid-sensing ion channel 1-like	K04831
fpg:101919310	P2RX7; purinergic receptor P2X, ligand-gated ion channel, 7	K05220
dan:Dana_GF20729	GF20729 gene product from transcript GF20729-RA	K03440
mze:101483338	potassium channel subfamily K member 6-like	K04917
cfa:487743	KCNE1; potassium voltage-gated channel subfamily E member 1-like	K04894
ang:ANI_1_2468024	An02g04210; voltage-gated chloride channel	K05012
dsi:Dsim_GD24975	GD24975 gene product from transcript GD24975-RA	K03440
afm:AFUA_4G03390	aquaporin	K09885
bdi:100825775	aquaporin NIP3-3-like	K09874
dvi:Dvir_GJ22507	GJ22507 gene product from transcript GJ22507-RA	K05312
gga:769191	ASIC4, ACCN4; acid-sensing (proton-gated) ion channel family member 4	K04831
shr:100923604	P2RX5; purinergic receptor P2X, ligand-gated ion channel, 5	K05219
ptr:455128	CACNA1G; calcium channel, voltage-dependent, T type, alpha 1G subunit	K04854
pfc:PflA506_3448	aqpZ2; aquaporin Z	K06188
mmu:16532	Kcnu1, Kcnma3, Slo3, mSlo3; potassium channel, subfamily U, member 1	K05274
xtr:100158479	uncharacterized LOC100158479	K09869
lcm:102346743	TRPM6; transient receptor potential cation channel, subfamily M, member 6	K04981
tsp:Tsp_09398	dihydropyridine sensitive L-type calcium channel family protein	K05317
dre:559153	kcnk12; potassium channel, subfamily K, member 12	K04921
myb:102251333	GABRB3; gamma-aminobutyric acid (GABA) A receptor, beta 3	K05181
lve:103073736	GABRQ; gamma-aminobutyric acid (GABA) A receptor, theta	K05192
smm:Smp_141660	high voltage-activated calcium channel beta subunit 2	K04863
xtr:100491578	kcne3; potassium voltage-gated channel, Isk-related family, member 3	K04897
cmy:102940170	SCN4B; sodium channel, voltage-gated, type IV, beta subunit	K04848
dpo:Dpse_GA20451	GA20451 gene product from transcript GA20451-RA	K03440
dgr:Dgri_GH24843	GH24843 gene product from transcript GH24843-RA	K05315
mde:101896803	mucolipin-3-like	K05329
amj:102558218	glycine receptor subunit alpha-2-like	K05194
cmy:102943918	AQP9; aquaporin 9	K09877
bdi:100844557	aquaporin TIP4-4-like	K09873
tgu:100226108	PKD1L2; polycystic kidney disease 1-like 2	K04988
cthe:Chro_2175	major intrinsic protein	K06188
ola:101171299	potassium channel subfamily K member 10-like	K04920
xla:444847	chrnd, chnrd, chrng; cholinergic receptor, nicotinic, delta (muscle)	K04816
bta:540560	ACCN5; acid-sensing (proton-gated) ion channel family member 5	K04832
xma:102235346	methylosome subunit pICln-like	K05019
pif:PITG_13184	mucolipin-like protein	K04992
dsi:Dsim_GD24823	GD24823 gene product from transcript GD24823-RA	K05175
mze:101487468	gamma-aminobutyric acid receptor subunit beta-3-like	K05181
cmk:103184030	trpv4; transient receptor potential cation channel, subfamily V, member 4	K04973
cit:102625627	aquaporin TIP3-1-like	K09873
fve:101291413	two-pore potassium channel 1-like	K05389
mcc:704086	SCN1A; sodium channel, voltage-gated, type I, alpha subunit	K04833
oaa:100081541	KCNE4; potassium voltage-gated channel, Isk-related family, member 4	K04898
mze:101469492	transient receptor potential cation channel subfamily M member 5-like	K04980
lve:103077958	SCNN1D; sodium channel, non-voltage-gated 1, delta subunit	K04826
abb:ABBFA_000266	aquaporin Z	K06188
acs:103280540	cation channel sperm-associated protein subunit gamma-like	K16894
lcm:102352362	P2RX7; purinergic receptor P2X, ligand-gated ion channel, 7	K05220
cqu:CpipJ_CPIJ012217	inositol 1,4,5-trisphosphate receptor	K04958
aag:AaeL_AAEL008056	hyperpolarization activated cyclic nucleotide-gated potassium channel	K04955
dan:Dana_GF22642	GF22642 gene product from transcript GF22642-RA	K03440
aga:AgaP_AGAP005490	AGAP005490-PA	K05316
tru:101080024	glutamate [NMDA] receptor subunit zeta-1-like	K05208
clv:102090857	P2RX3; purinergic receptor P2X, ligand-gated ion channel, 3	K05217
phd:102316149	CACNA1H; calcium channel, voltage-dependent, T type, alpha 1H subunit	K04855
cbr:CBG20920	Hypothetical protein CBG20920	K09884
bom:102266469	5-hydroxytryptamine receptor 3D-like	K04819
pss:102453417	potassium voltage-gated channel subfamily A member 3-like	K04876
fpg:101913180	KCNE3; potassium voltage-gated channel, Isk-related family, member 3	K04897
salu:DC74_2075	aquaporin Z	K06188
phi:102099969	MIP; major intrinsic protein of lens fiber	K09863
ocu:100344981	PKD1L3; polycystic kidney disease 1-like 3	K04989
acs:100564081	pkd2l1; polycystic kidney disease 2-like 1	K04990
tru:101069448	cyclic nucleotide-gated cation channel beta-1-like	K04952
dre:100149388	itpr1; inositol 1,4,5-trisphosphate receptor type 1	K04958
amj:102569718	acid-sensing ion channel 4-like	K04831
brp:103864649	glutamate receptor 2.2	K05387
tsp:Tsp_08572	chloride transporter, chloride channel family	K05011
fch:102048297	CHRNA10; cholinergic receptor, nicotinic, alpha 10 (neuronal)	K04811
lcm:102366778	MCOLN2; mucolipin 2	K04993
aqu:100639657	cation channel sperm-associated protein 2-like	K16890
tup:102491704	MCOLN3; mucolipin 3	K04994
aly:ARALYDRAFT_901244	TIP4_1	K09873
mze:101470515	H(+)/Cl(-) exchange transporter 7-like	K05016
dre:334289	clca1, fi39d11, wu:fi39d11; chloride channel accessory 1	K05030
cqu:CpipJ_CPIJ012002	pickpocket 16	K03440
chx:102170924	KCNJ9; potassium inwardly-rectifying channel, subfamily J, member 9	K05002
cqu:CpipJ_CPIJ018672	voltage-dependent T-type calcium channel subunit alpha-1G	K05315
cin:100183835	H(+)/Cl(-) exchange transporter 7-like	K05016
cmk:103175668	transient receptor potential cation channel subfamily V member 6-like	K04975
mze:101485371	5-hydroxytryptamine receptor 3A-like	K04819
mmu:12291	Cacna1g, Cav3.1d, [a]1G, a1G, alpha-1G, mKIAA1123; calcium channel, voltage-dependent, T type, alpha 1G subunit	K04854
sot:102593047	two-pore potassium channel 3-like	K05389
ame:725457	DEG2, GB18958; DEG/ENaC Na channel 2	K03440
xla:386669	chrng; cholinergic receptor, nicotinic, gamma (muscle)	K04818
lcm:102361875	uncharacterized LOC102361875	K04828
pale:102880366	KCNA2; potassium voltage-gated channel, shaker-related subfamily, member 2	K04875
bdi:100838940	methylosome subunit pICln-like	K05019
acs:100562988	kcnk13; potassium channel, subfamily K, member 13	K04922
fab:101816584	KCNE4; potassium voltage-gated channel, Isk-related family, member 4	K04898
cmy:102937058	cation channel sperm-associated protein 4-like	K16892
dvi:Dvir_GJ21600	GJ21600 gene product from transcript GJ21600-RA	K03440
ola:101155143	potassium voltage-gated channel subfamily B member 2-like	K04886
hgl:101712289	Kcnmb3; potassium large conductance calcium-activated channel, subfamily M beta member 3	K04939
pbi:103063316	acid-sensing ion channel 1-like	K04829
aga:AgaP_AGAP009598	AGAP009598-PA	K05316
dmo:Dmoj_GI17841	GI17841 gene product from transcript GI17841-RA	K03440
dwi:Dwil_GK22758	GK22758 gene product from transcript GK22758-RA	K03440
mze:101479737	voltage-dependent T-type calcium channel subunit alpha-1G-like	K04854
tcc:TCM_046900	Glutamate receptor	K05387
brp:103874458	chloride channel protein CLC-d	K05016
dgr:Dgri_GH18904	GH18904 gene product from transcript GH18904-RA	K03440
api:100168826	two pore calcium channel protein 1-like	K16896
dre:474351	trpa1a, ANKTM1, trpa1; transient receptor potential cation channel, subfamily A, member 1a	K04984
mcc:721721	CACNA1C; calcium channel, voltage-dependent, L type, alpha 1C subunit	K04850
ptg:102952211	HTR3B; 5-hydroxytryptamine (serotonin) receptor 3B, ionotropic	K04819
dse:Dsec_GM13580	GM13580 gene product from transcript GM13580-RA	K04958
bmor:101738592	transient receptor potential cation channel trpm-like	K04978
myd:102771697	KCNJ4; potassium inwardly-rectifying channel, subfamily J, member 4	K04998
pbi:103066698	CNGB1; cyclic nucleotide gated channel beta 1	K04952
asn:102373138	CACNB1; calcium channel, voltage-dependent, beta 1 subunit	K04862
bom:102270295	uncharacterized LOC102270295	K04921
tcc:TCM_000045	Glutamate receptor 3.6	K05387
hmg:100198291	polycystin-2-like	K04986
hgl:101712413	Chrna6; cholinergic receptor, nicotinic, alpha 6 (neuronal)	K04808
fve:101292726	aquaporin NIP2-1-like	K09874
ola:101157251	acetylcholine receptor subunit beta-like	K04812
xma:102223731	chloride channel protein 2-like	K05011
myd:102775201	KCNK5; potassium channel, subfamily K, member 5	K04916
pop:POPTR_0002s18870g	POPTRDRAFT_755721; calcium-activated outward-rectifying potassium channel 5 family protein	K05389
nvi:100123413	nAChRa2; nicotinic acetylcholine receptor alpha 2 subunit	K05312
acs:100560385	sodium channel protein type 5 subunit alpha	K04838
mbe:MBM_08506	aquaporin	K09885
mcc:100426039	aquaporin-12-like	K09871
dmo:Dmoj_GI20505	GI20505 gene product from transcript GI20505-RA	K09884
bcr:BCAH187_A4635	aquaporin Z	K06188
xma:102232216	neuronal acetylcholine receptor subunit alpha-4-like	K04806
tca:662174	Glucl, GluClalpha; glutamate-gated chloride channel	K05273
pao:Pat9b_0239	MIP family channel protein	K06188
mdo:100031997	P2RX1; purinergic receptor P2X, ligand-gated ion channel, 1	K05215
ngi:103738793	Kcnk4; potassium channel, subfamily K, member 4	K04915
tru:101079593	glutamate [NMDA] receptor subunit epsilon-4-like	K05212
ola:101155076	neuronal acetylcholine receptor subunit alpha-2-like	K04804
